TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,FGA,FG_PCT,FG3A,FG3_PCT,EFG_PCT,TS_PCT,PACE,POSS,OFF_RATING,DEF_RATING,NET_RATING,SEASON,FGA_PER_POSS
1610612741,Chicago Bulls,82,27,55,0.329,7285,0.435,2549,0.355,0.497,0.529,98.65,8160,103.4,110.5,-7.0,2017-18,0.8927696078431373
1610612739,Cleveland Cavaliers,82,50,32,0.61,6950,0.476,2636,0.372,0.547,0.584,98.72,8114,112.0,111.1,1.0,2017-18,0.8565442445156519
1610612742,Dallas Mavericks,82,24,58,0.293,7042,0.444,2688,0.36,0.513,0.544,96.53,7959,105.4,108.4,-2.9,2017-18,0.8847845206684257
1610612743,Denver Nuggets,82,46,36,0.561,7102,0.47,2536,0.371,0.536,0.57,97.69,8095,111.4,110.0,1.4,2017-18,0.8773316862260655
1610612765,Detroit Pistons,82,39,43,0.476,7129,0.45,2373,0.373,0.512,0.543,96.75,7981,106.6,106.7,-0.1,2017-18,0.8932464603433153
1610612744,Golden State Warriors,82,58,24,0.707,6979,0.503,2369,0.391,0.569,0.603,100.35,8251,112.8,106.8,5.9,2017-18,0.8458368682583929
1610612745,Houston Rockets,82,65,17,0.793,6906,0.46,3470,0.362,0.551,0.59,98.02,8078,114.1,105.7,8.4,2017-18,0.8549145828175291
1610612754,Indiana Pacers,82,48,34,0.585,7083,0.472,2010,0.369,0.525,0.557,96.84,7977,108.5,107.3,1.3,2017-18,0.8879277924031591
1610612746,LA Clippers,82,42,40,0.512,7004,0.471,2196,0.354,0.527,0.564,99.54,8167,109.4,109.2,0.2,2017-18,0.8575976490755479
1610612747,Los Angeles Lakers,82,35,47,0.427,7248,0.461,2384,0.345,0.517,0.548,100.9,8361,106.0,107.3,-1.3,2017-18,0.8668819519196268
1610612763,Memphis Grizzlies,82,22,60,0.268,6788,0.444,2152,0.352,0.5,0.539,95.65,7865,103.6,110.4,-6.8,2017-18,0.863064208518754
1610612748,Miami Heat,82,44,38,0.537,6997,0.455,2506,0.36,0.52,0.551,96.1,7985,106.2,105.8,0.4,2017-18,0.8762680025046963
